SMILES,CB1
FC(F)(F)[C@H](NC(=O)c1cnc(N2CC(F)(F)C2)c(OCC3CC3)n1)c4ccccn4,0
CC(C)[C@@](C)(CO)NC(=O)c1ccc(C2CC2)c(OCC3CC3)n1,0
Cc1onc(n1)[C@@](C)(CS(=O)(=O)C)NC(=O)c2cc(OCC(F)(F)F)c(cn2)C3CC3,0
CC(C)CS(=O)(=O)c1nc(ccc1C2CC2)C(=O)N[C@](C)(C3CC3)c4noc(C)n4,1
CCC(CC)(NC(=O)c1ccc(C2CC2)c(OCC[C@@H](O)C(F)(F)F)n1)C(=O)NC,1
CC(C)C[C@@H](NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC3CC3)n1)c4cccnn4,0
C[C@@H](Oc1cc(ncc1C2CC2)C(=O)NC(C)(C3CC3)c4noc(C)n4)C(F)(F)F,1
FC(F)(F)[C@H](NC(=O)c1ccc(C2CC2)c(OCC3CC3)n1)c4cccnc4,0
CNC(=O)[C@@H](NC(=O)c1cc(OCC(F)(F)F)c(Cl)cn1)C(C)(C)C,0
CNC(=O)[C@@H](NC(=O)c1ccc(C2CC2)c(OCC3CCOCC3)n1)C(C)(C)C,1
Cc1onc(n1)[C@H](NC(=O)c2ccc(C3CC3)c(OCC4CC4)n2)C5CC5,0
CCOc1cc(ccn1)S(=O)(=O)c2ccc3c(c2)nc(n3CC4CCOCC4)C(C)(C)C,1
CNC(=O)[C@@H](C)C(C)(C)NC(=O)c1cc(OCC2CC2)c(Cl)cn1,0
C[C@@H](NC(=O)c1cnc(N2CC(F)(F)C2)c(OCC3CC3)n1)c4noc(C)n4,0
Cc1onc(n1)[C@@](C)(CC2CC2)NC(=O)c3cc(OCC(F)(F)F)c(Cl)cn3,0
NC(=O)[C@H]1CC(F)(F)CN1C(=O)c2cc(OCC(F)(F)F)c(cn2)C3CC3,0
CC(C)[C@@](C)(CO)NC(=O)c1cnc(C2CC2)c(OCC3CC3)n1,0
CNC(=O)[C@@H](NC(=O)c1cccc(n1)c2cccc(OC)c2)C(C)(C)C,0
FC1(F)CN(C1)c2ccc(nc2OCC3CC3)C(=O)N4C[C@@H]5CC[C@H]4C5,0
COC(=O)[C@@H](NC(=O)c1ccc(C2CC2)c(OCC3CC3)n1)C(C)(C)C,1
CCN(Cc1ccccc1)C(=O)c2oc3ccc(cc3c2C)S(=O)(=O)N4CC(C)CC(C)C4,1
CC(NC(=O)c1ccc(C)c(c1)S(=O)(=O)N2CCOCC2)C34CC5CC(CC(C5)C3)C4,1
CC(C)(C(=O)Nc1ccc(Cl)cc1C#N)S(=O)(=O)c2ccc(Cl)cc2,0
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCC3CCOCC3,1
CC(C)(C(=O)Nc1nnc(s1)C2(C)CCOC2)S(=O)(=O)c3ccc(Cl)cc3,0
CCCCCCN1C(=O)\C(=N/NC(=O)OC(C)(C)C)\c2ccccc12,1
CCn1c2ccccc2c3cc(NC(=O)CCn4cc(nn4)c5ccccc5F)ccc13,0
CC(C)(C(=O)NCc1ccccc1)S(=O)(=O)c2ccc(Cl)cc2,0
O=C(N\N=C\1/C(=O)N(Cc2ccccc2)c3ccccc13)c4ccccc4,1
CCCCCCN1C(=O)\C(=N/NC(=O)c2ccc(OC)cc2)\c3ccccc13,1
CCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CC5CCCC5C4,1
CCn1c2ccccc2c3cc(NC(=O)C4(CC4)S(=O)(=O)c5ccccc5)ccc13,1
CCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4,1
CC(C)(C)c1onc(NC(=O)C(C)(C)S(=O)(=O)c2ccc(Cl)cc2)c1,1
Cc1ccccc1c2nnc(NC(=O)C(C)(C)S(=O)(=O)c3ccc(Cl)cc3)s2,1
CCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4,1
CCCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4,1
CCCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CC5CCCC5C4,1
FC(F)(F)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCC3CCOCC3,1
FC(F)(F)c1cc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC3CCCC3,1
Fc1ccc(CNC(=O)c2cnc(Nc3cccc(Br)c3)cc2C(F)(F)F)cc1,1
NC(=O)c1ccc(CNC(=O)c2cnc(Nc3cccc(Cl)c3)cc2C(F)(F)F)cc1,1
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NC3CCOCC3,1
CC(C)c1cc(Nc2cccc(c2F)C(F)(F)F)ncc1C(=O)NCC3CCOCC3,1
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCC3CCCC3,1
CC(C)c1cc(Nc2cccc(C)c2)ncc1C(=O)NCC3CCC3,1
CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1,1
CC(C)CNC(=O)c1cnc(Nc2cccc(Cl)c2)cc1C(C)C,1
Fc1cccc(Nc2cc(c(cn2)C(=O)NCC3CCOCC3)C(F)(F)F)c1,1
Cc1cc(Cl)ccc1Nc2cc(c(cn2)C(=O)NCC3CCOCC3)C(F)(F)F,1
COc1ccc(Cl)cc1Nc2cc(c(cn2)C(=O)NCC3CCC3)C(F)(F)F,1
FC(F)(F)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCC3CCCCC3,1
CCC(CC)CNC(=O)c1cnc(Nc2cccc(Cl)c2)cc1C(C)C,1
Clc1ccc(Nc2cc(C3CCCC3)c(cn2)C(=O)NCC4CCOCC4)c(Cl)c1,1
CC(C)(C)c1cc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC3CCOCC3,0
Clc1cccc(Nc2cc(C3CC3)c(cn2)C(=O)NCC4CCOCC4)c1,1
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)s3)C(=O)NN4CC5CCCC5C4,1
CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c3ccc(cc3Cl)C(F)(F)F,1
CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c3ccc(F)cc3Cl,0
CC(C)c1cc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC3CCOCC3,1
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(I)s3)C(=O)NN4CCCCC4,1
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)s3)C(=O)NN4CCOCC4,1
COc1ccc(c(Cl)c1)S(=O)(=O)C(C)(C)C(=O)Nc2cnc3ccccc3c2,0
CC(C)(C(=O)Nc1ccc(cc1)C(F)(F)F)S(=O)(=O)c2ccc(Cl)cc2,1
CCc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)s3)C(=O)NN4CCCCC4,1
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3cccs3)C(=O)NN4CCCCC4,1
CC(C)(C(=O)Nc1ccc(Cl)c(c1)C(F)(F)F)S(=O)(=O)c2ccc(Cl)cc2,0
Cc1ccc(s1)c2cncc(NC(=O)C(C)(C)S(=O)(=O)c3ccc(Cl)cc3)c2,1
Cc1onc(NC(=O)C(C)(C)S(=O)(=O)c2ccc(Cl)cc2)c1,0
Cc1cnc(NC(=O)C(C)(C)S(=O)(=O)c2ccc(Cl)cc2)s1,0
O=C(Nc1cnc2ccccc2c1)C3(CC3)S(=O)(=O)c4ccccc4,0
CC(C)c1cc(Nc2cccc(Br)c2)ncc1C(=O)NCC3CCOCC3,1
CC(C)c1cc(Nc2cccc(C)c2)ncc1C(=O)NCC3CCOCC3,1
CC(C)c1cc(Nc2cccc(c2)C#N)ncc1C(=O)NCC3CCOCC3,1
Cn1nc(cc1NC(=O)C(C)(C)S(=O)(=O)c2ccc(Cl)cc2)C(C)(C)C,0
CC(C)(C(=O)NCc1ccc(F)c(Cl)c1)S(=O)(=O)c2ccc(Cl)cc2,0
Clc1ccc(cc1)c2noc(n2)C3CCN(CC3)c4cnc5ccccc5c4,1
Clc1ccc(c(Cl)c1)c2noc(n2)C3CCN(CC3)c4cnc5ccccc5c4,1
CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c3ccc(F)cc3,1
CC(C)(C(=O)Nc1cccc(c1)C(F)(F)F)S(=O)(=O)c2ccc(Cl)cc2,1
Fc1ccc(c(Cl)c1)c2noc(n2)C3CCN(CC3)c4cnc5c(cccc5c4)C(F)(F)F,1
Fc1ccc(c(Cl)c1)c2noc(n2)C3CCN(CC3)c4cnc5ccc(Cl)cc5c4,1
CC(C)(C(=O)Nc1ccc(Cl)cc1OC(F)(F)F)S(=O)(=O)c2ccc(Cl)cc2,0
C1CCC(CC1)c2noc(n2)C3CCN(CC3)c4cnc5ccccc5c4,1
Fc1ccc(c(Cl)c1)c2noc(n2)C3CCN(CC3)c4cnc5ccc(OC(F)(F)F)cc5c4,1
CCOc1ccc(Cc2nc3cc(ccc3n2CCC(C)C)C(=O)N(CC)CC)cc1,1
Clc1ccc(c(Cl)c1)c2nn(CC(=O)NCc3ccccc3)nc2c4ccc(Cl)cc4Cl,1
Fc1ccccc1CNC(=O)Cn2nc(c3ccc(Cl)cc3Cl)c(n2)c4ccc(Cl)cc4Cl,1
Fc1ccc(c(Cl)c1)c2noc(CCC(=O)Nc3cnc4ccccc4c3)n2,1
Fc1ccc(c(Cl)c1)c2noc(n2)[C@H]3C[C@@H]3CNc4cnc5ccccc5c4,1
FC(F)(F)c1ccc(CC(=O)N2CCN(CC2)S(=O)(=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)cc1,1
FC(F)(F)c1ccc(CC(=O)N2CCN(CC2)S(=O)(=O)c3cc(Br)cc(c3)C(F)(F)F)cc1,1
Clc1ccc(Cl)c(c1)S(=O)(=O)N2CCN(CC2)C(=O)C3CC3,1
CC(CCc1onc(n1)c2ccc(F)cc2Cl)Nc3cnc4ccccc4c3,1
Fc1ccc(c(Cl)c1)c2noc(n2)C3CCN(CC3)c4cnc5ccccc5c4,1
Clc1ccc(Cl)c(Nc2cc(C3CC3)c(cn2)C(=O)NCC4CCOCC4)c1,1
O=C(NCC1CCOCC1)c2cnc(Nc3cccc(c3)C#N)cc2C4CC4,1
COc1cccc(Nc2cc(C3CC3)c(cn2)C(=O)NCC4CCOCC4)c1,1
Cc1cccc(Nc2cc(C3CC3)c(cn2)C(=O)NCC4CCOCC4)c1,1
Brc1cccc(Nc2cc(C3CC3)c(cn2)C(=O)NCC4CCOCC4)c1,1
FC(F)(F)c1cccc(Nc2cc(C3CC3)c(cn2)C(=O)NCC4CCOCC4)c1,1
CC(C)(O)c1cc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC3CCOCC3,1
Clc1cc(Cl)cc(Nc2cc(C3CC3)c(cn2)C(=O)NCC4CCOCC4)c1,1
Clc1ccc(Nc2cc(C3CC3)c(cn2)C(=O)NCC4CCOCC4)cc1Cl,1
O=C(C1CCCCC1)N2C3CCC2CN(C3)S(=O)(=O)c4cccc5ccccc45,1
FC(F)(F)c1ccc(CC(=O)N2CCN(C2)S(=O)(=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)cc1,0
CC1CN(CCN1S(=O)(=O)c2cccc3ccccc23)C(=O)C4CCCCC4,1
O=C(C1CCCCC1)N2CCN(CC2)S(=O)(=O)c3cccc(c3)c4ccccc4,1
CN(C)CC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4,1
CC1(Cc2ccccc2)COc3cc(ccc13)C(=O)N4CCCCC4,0
CCCCN1C(=O)\C(=N/NC(=O)c2ccccc2)\c3ccc(OC)cc13,0
COc1ccc2\C(=N\NC(=O)c3ccccc3)\C(=O)N(CC4CCCCC4)c2c1,1
CCCCCN1C(=O)\C(=N/NC(=O)CC(C)C)\c2ccc(OC)cc12,0
CCCCCN1C(=O)\C(=N/NC(=O)CC2CCCCC2)\c3ccc(OC)cc13,0
CCCCCN1C(=O)\C(=N/NC(=O)C(C)(C)C)\c2ccc(OC)cc12,0
COc1ccc2\C(=N\NC(=O)C3CCCCC3)\C(=O)N(CC4CCCCC4)c2c1,0
CN(CCCCCCCOc1ccc(cc1)c2oc3ccccc3c2)Cc4ccccc4,1
COc1ccc2\C(=N\NC(=O)c3ccccc3)\C(=O)N(CCC4CCCCC4)c2c1,0
CCn1c2ccccc2c3cc(NC(=O)CCc4onc(c4)c5ccccc5F)ccc13,0
CCn1c2ccccc2c3cc(NC(=O)CCc4occ(n4)c5ccccc5F)ccc13,0
CCn1c2ccccc2c3cc(NC(=O)CCc4cc([nH]n4)c5ccccc5F)ccc13,0
COCCN1C(=O)\C(=N/NC(=O)c2ccccc2)\c3ccc(OC)cc13,0
Fc1ccc(c(Cl)c1)c2noc(CCCOc3cnc4ccc(Cl)cc4c3)n2,1
Fc1ccc(c(Cl)c1)c2noc(CCCCc3ccc4ncccc4c3)n2,1
CCCCCN1C(=O)\C(=N/NC(=O)C(C)(C)O)\c2ccc(OC)cc12,0
CCCCCN1C(=O)\C(=N/NC(=O)OC(C)(C)C)\c2ccc(OC)cc12,0
Fc1ccc(c(Cl)c1)c2noc(CCCNc3nc4ccc(Cl)cc4s3)n2,1
Fc1ccc(c(Cl)c1)c2noc(CCC(=O)Nc3cnc4ncc(Cl)cc4c3)n2,1
CC(C)(C)c1ncc(NC(=O)CCc2onc(n2)c3ccc(F)cc3Cl)cn1,0
CC(C)(C)c1onc(NC(=O)CCc2onc(n2)c3ccc(F)cc3Cl)c1,1
Fc1ccc(c(Cl)c1)c2noc(CCCNc3cnc4ccc(Cl)cc4c3)n2,1
Fc1ccc(c(Cl)c1)c2noc(CCCNc3ccc4ncc(OC(F)(F)F)cc4c3)n2,1
CCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5C#N)ccc13,1
Fc1ccc(c(Cl)c1)c2noc(CCC(=O)Nc3nc4ccc(OC(F)(F)F)cc4s3)n2,1
CCn1c2ccccc2c3cc(NC(=O)CCc4cc(c5ccccc5F)n(C)n4)ccc13,0
CCn1c2ccccc2c3cc(NC(=O)CCn4nnc(n4)c5ccccc5F)ccc13,0
CCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccncc5C#N)ccc13,0
CCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccccc5Cl)ccc13,0
CCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5cccc(Cl)c5)ccc13,0
CCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5)ccc13,1
CC(C)c1ccc(NC(=O)CCc2onc(n2)c3ccc(F)cc3Cl)cc1,1
Fc1ccc(c(Cl)c1)c2noc(CCC(=O)Nc3ccc(cc3)C(F)(F)F)n2,0
Fc1ccc(c(Cl)c1)c2noc(CCC(=O)Nc3ccc(cc3Cl)C(F)(F)F)n2,0
CCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)C5CCOCC5)ccc13,0
CC(C)(C)c1onc(NCCCc2onc(n2)c3ccc(F)cc3Cl)c1,1
Fc1ccc(c(Cl)c1)c2noc(CCC(=O)Nc3ccc(nc3)C(F)(F)F)n2,1
Fc1ccc(c(Cl)c1)c2noc(CCC(=O)Nc3cnc(OCC(F)(F)F)c(c3)C#N)n2,1
CCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5C)ccc13,1
Fc1ccc(c(Cl)c1)c2noc(CCC(=O)Nc3nnc(s3)N4CCCCC4)n2,1
CCCCCN1C(=O)\C(=N/NC(=O)c2ccccc2)\c3ccccc13,1
CC(C)(C(=O)Nc1ccc(Cl)c(Br)c1)S(=O)(=O)c2ccc(Cl)cc2,0
COc1cccc(Nc2cc(C(C)C)c(cn2)C(=O)NCC3CCOCC3)c1,1
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)s3)C(=O)NN4CCCC4,1
CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c3ccc(Cl)cc3,1
CC(C)(C(=O)Nc1ccc(Cl)c(c1)c2occc2)S(=O)(=O)c3ccc(Cl)cc3,1
CN(CCCCCCCOc1ccc(cc1)c2oc3ccccc3c2C(=O)c4ccccc4)Cc5ccccc5,1
CCc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Br)s3)C(=O)NN4CCCCC4,1
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCC(C)(C)C,1
Clc1cnccc1c2noc(n2)C3CCN(CC3)c4cnc5ccccc5c4,1
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCc3ccc(F)cc3,1
CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c3ccc(cc3)C(F)(F)F,1
CC(C)c1cc(Nc2ccc(C#N)c(Cl)c2)ncc1C(=O)NCC3CCOCC3,1
Fc1ccc(c(Cl)c1)c2noc(n2)[C@@H]3CCC[C@H]3Nc4cnc5ccccc5c4,1
Fc1ccc(c(Cl)c1)c2noc(n2)C3CCN(CC3)c4cnc5CCCCc5c4,1
CC(C)(CCc1onc(n1)c2ccc(F)cc2Cl)Nc3cnc4ccccc4c3,1
Fc1ccc(c(Cl)c1)c2noc(C[C@@H]3CCN(C3)c4cnc5ccccc5c4)n2,1
Clc1ccc(Nc2cc(C3CC3)c(cn2)C(=O)NCC4CCOCC4)c(Cl)c1,1
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)s3)C(=O)NN4CCCCC4,1
COc1ccc(Cl)cc1Nc2cc(c(cn2)C(=O)NCC3CCOCC3)C(F)(F)F,1
Fc1cccc(Nc2cc(C3CC3)c(cn2)C(=O)NCC4CCOCC4)c1,1
CCCCCc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CC5CCCC5C4,1
FC(F)(F)Oc1cccc(Nc2cc(C3CC3)c(cn2)C(=O)NCC4CCOCC4)c1,1
FC(F)(F)c1cc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC3CCOCC3,1
COc1ccc2\C(=N\NC(=O)c3ccccc3)\C(=O)N(Cc4ccccc4)c2c1,0
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CCCc4ccccc4)s3)C(=O)NN5CCCCC5,1
CCc1c(nn(c1c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl)C4=NC(C)(C)C(=O)N4C,1
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC(C)(C)C)s3)C(=O)NN4CC5CCCC5C4,1
O=C(C1CCCCC1)N2CCN(CC2c3ccccc3)S(=O)(=O)c4cccc5ccccc45,1
CCCCCN1C(=O)\C(=N/NC(=O)CN2CCOCC2)\c3ccc(OC)cc13,0
Fc1ccc(c(Cl)c1)c2noc(CCC(=O)Nc3ccc(c(Cl)c3)C(F)(F)F)n2,0
CC(C)(C)c1ncc(OCCCc2onc(n2)c3ccc(F)cc3Cl)cn1,1
Fc1ccc(c(Cl)c1)c2noc(CCCNc3cnc(OCC(F)(F)F)c(c3)C#N)n2,1
Fc1ccc(c(Cl)c1)c2noc(CCCNc3ccc4ncccc4c3)n2,1
CCCCCN1C(=O)\C(=N/NC(=O)C2CCCCC2)\c3ccc(OC)cc13,0
CCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccccc5C(C)C)ccc13,0
Fc1ccc(c(Cl)c1)c2noc(CCC(=O)Nc3cnc4ccc(Cl)cc4c3)n2,1
CCn1c2ccccc2c3cc(NC(=O)CCc4noc(n4)c5ccccc5F)ccc13,0
CCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5Cl)ccc13,1
CCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccccc5F)ccc13,1
Cc1ccc(cc1)C2N(C(=O)CN(C3CC3)C(=O)C4CCCC4)c5ccccc5n6cccc26,1
CC(C)N(CC(=O)N1C(c2ccc(F)cc2)c3cccn3c4ccccc14)C(=O)CC(C)(C)C,1
COc1cccc(c1)N2C(N(N=C2C(=O)C)c3ccc(Cl)cc3)c4ccc(cc4)N5CCOCC5,1
Cc1nocc1S(=O)(=O)N2CCc3c(C2)nc(n3CC4CC4)C(C)(C)C,0
CCOC(=O)N1CCN(CC1)C(=O)c2cc(nn2c3ccc(C)cc3C)c4ccccc4Cl,1
CC1CC(C)CN(C1)S(=O)(=O)c2ccc(F)c(c2)C(=O)NC(c3ccccc3)c4ccccc4,1
COCCS(=O)(=O)N1CCc2c(C1)nc(CC(C)(C)C)n2CC3CC3,0
Cc1cc(C)c(OCC(=O)Nc2sc3CCCCc3c2C(=O)NC4CCS(=O)(=O)C4)c(C)c1,1
O=C(Nc1ccccc1Oc2ccccc2)c3ccc(cc3)S(=O)(=O)N4CCc5ccccc45,1
COc1ccccc1NC(=O)C(C)Sc2nc(nc3CC(C)(C)OCc23)c4ccc(C)cc4,1
CC(C)CN(CC(=O)N1CCc2sccc2C1c3ccc(F)cc3)C(=O)c4occc4,1
Cc1onc(C)c1S(=O)(=O)N2CCc3c(C2)nc(n3CC4CC4)C(C)(C)C,1
COc1cccc(Nc2ncc(C(=O)N3CCOCC3)c4c(C)c[nH]c24)c1,0
Cc1c[nH]c2c(Nc3ccccc3Cl)ncc(C(=O)N4CCOCC4)c12,0
COc1ccccc1Nc2ncc(C(=O)N3CCOCC3)c4c(C)c[nH]c24,0
Cc1c[nH]c2c(NC3CCOCC3)ncc(C(=O)N4CCOCC4)c12,0
Cc1cn(C)c2c(Nc3cccc(Cl)c3)ncc(C(=O)N4CCOCC4)c12,0
Cc1c[nH]c2c(Nc3cccc(Cl)c3)ncc(C(=O)N4CCC4)c12,0
CC(C)Oc1ccccc1Nc2ncc(C(=O)N3CCOCC3)c4c(C)c[nH]c24,0
C[C@H](NC(=O)C(C)(C)Nc1cc(ccn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N,1
Cc1c[nH]c2c(Nc3cccc(Cl)c3)ncc(C(=O)N4CCOCC4)c12,0
Cc1c[nH]c2c(Nc3cccc(Br)c3)ncc(C(=O)N4CCOCC4)c12,1
Cc1c[nH]c2c(Nc3cccc(Cl)c3)ncc(C(=O)N4CCCCCC4)c12,0
Cc1c[nH]c2c(Nc3cccc(c3)C(F)(F)F)ncc(C(=O)N4CCOCC4)c12,0
CN(C)C(=O)c1cc(cnc1N2CCCCCC2)c3cccc(Cl)c3Cl,0
Clc1cccc(c1Cl)c2cnc(N3CCCCCC3)c(c2)C#N,0
Clc1cccc(c1Cl)c2cnc(N3CCCCCC3)c(c2)C(=O)N4CCOCC4,0
OC(=O)c1cc(cnc1N2CCCCCC2)c3cccc(Cl)c3Cl,0
C[C@H](NC(=O)C(C)(C)Nc1cc2ccccc2cn1)[C@@H](Cc3ccc(Cl)cc3)c4cccc(c4)C#N,1
Clc1cccc(c1Cl)c2ccc(nc2)N3CCCCCC3,0
Clc1cccc(c1Cl)c2cnc(cc2C#N)N3CCCCCC3,0
CC1(C)C(C(=O)c2cn(CCCCO)c3ccccc23)C1(C)C,1
CCC(CC)Nc1ncc(C(=O)N2CCOCC2)c3c(C)c[nH]c13,0
FC(F)(F)c1cc(ncc1c2cccc(Cl)c2Cl)N3CCCCCC3,0
Cc1c[nH]c2c(Nc3cccc(Cl)c3)ncc(C(=O)NCC4CCOCC4)c12,0
FC(F)(F)c1cc(cnc1N2CCCCCC2)c3cccc(Cl)c3Cl,0
Cc1c[nH]c2c(Nc3cccc(Cl)c3)ncc(C(=O)NCc4ccc(F)cc4)c12,0
Cc1c[nH]c2c(Nc3cccc(Cl)c3)ncc(C(=O)N4CCCCC4)c12,1
Cc1c[nH]c2c(Nc3cccc(Cl)c3)ncc(C(=O)NC4CCOCC4)c12,0
Cc1c[nH]c2c(Nc3cccc(Cl)c3)ncc(C(=O)N4CCCC4)c12,0
C(Sc1nnc2c3ccccc3[nH]c2n1)c4ccccc4,0
FC(F)(F)c1ccccc1c2ccc(nn2)N3CCOCC3,0
FC(F)(F)Oc1ccccc1c2ccc(nn2)N3CCOCC3,0
C[C@@H]1CC[C@H](C)N1c2ccc(nn2)c3cccc4ncccc34,0
C[C@@H]1CC[C@H](C)N1c2ccc(nn2)c3cccc4cccnc34,0
Clc1cccc(c1Cl)c2ccc(NC3CCOCC3)nn2,0
Clc1ccccc1c2ccc(nn2)N3CCOCC3,0
Clc1cccc(c1Cl)c2ccc(nn2)N3CCCCC3,0
C[C@@H]1CC[C@H](C)N1c2ccc(nn2)c3cccc(Cl)c3Cl,1
C[C@@H]1C=C[C@H](C)N1c2ccc(nn2)c3cccc(Cl)c3Cl,1
Clc1cccc(c1Cl)c2ccc(NC3CCCCC3)nn2,0
FC1(F)CCN(CC1)c2ccc(nn2)c3cccc(Cl)c3Cl,0
Clc1cccc(c1Cl)c2ccc(nn2)N3CCOCC3,0
COc1ccc(c(Cl)c1)c2ccc(nn2)N3CCOCC3,0
Clc1cc(Cl)c(Cl)c(c1)c2ccc(nn2)N3CCOCC3,0
Clc1cccc(c1Cl)c2ccc(nn2)N3CCCC3,0
C(Oc1cccc(c1)c2ccc(nn2)N3CCOCC3)c4ccccc4,0
C[C@@H]1CC[C@H](C)N1c2ccc(nn2)c3c[nH]c4ccccc34,0
Clc1ccc(c(Cl)c1)c2ccc(nn2)N3CCOCC3,0
Cc1ccc(c(Cl)c1)c2ccc(nn2)N3CCOCC3,0
Cc1cccc(c1C)c2ccc(nn2)N3CCOCC3,0
Clc1ccc(Cl)c(c1)c2ccc(nn2)N3CCOCC3,0
Cc1ccccc1c2ccc(nn2)N3CCOCC3,0
C(Oc1ccccc1c2ccc(nn2)N3CCOCC3)c4ccccc4,1
Clc1cccc(c1Cl)c2ccc(nn2)N3CCS(=O)(=O)CC3,0
C[C@@H]1CC[C@H](C)N1c2ccc(nn2)c3oc4ccccc4c3,0
FC(F)(F)c1cccc(c2ccc(nn2)N3CCOCC3)c1C(F)(F)F,0
C[C@@H]1CC[C@H](C)N1c2ccc(nn2)c3cccc4cnccc34,0
FC(F)(F)c1cccc(c1)c2ccc(nn2)N3CCOCC3,0
COc1ccccc1c2ccc(nn2)N3CCOCC3,0
C[C@@H]1CC[C@H](C)N1c2ccc(nn2)c3cncc4ccccc34,1
CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCO)c(O)c1,1
C[S+]([O-])c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,0
NCCCNCCSP(=O)(O)O,0
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,0
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,0
Nn1nnc2ccccc12,0
CCOc1nc2cccc(C(=O)O)c2n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5,0
Cc1ccc(cc1)C(=O)c2ccc(CC(=O)O)n2C,0
ClCCNP1(=O)OCCCN1CCCl,0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0
Clc1ccccc1C(c2ccccc2)(c3ccccc3)n4ccnc4,0
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)CCC3=C)\CCC[C@]12C,0
NCCCCCC(=O)O,0
CO[C@]12[C@H]3N[C@H]3CN1C4=C([C@H]2COC(=O)N)C(=O)C(=C(C)C4=O)N,0
