SMILES,CB1
CN1CCC[C@H]1c2cccnc2,0
CN\C(=N\CCSCc1nc[nH]c1C)\NC#N,0
Fc1ccc(cc1)C(N2CCN(C\C=C\c3ccccc3)CC2)c4ccc(F)cc4,1
CN1C(=C(O)c2sccc2S1(=O)=O)C(=O)Nc3ccccn3,0
CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,0
,0
Oc1cccc(O)c1O,0
CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@@H](CC[C@H]2N)[C@H](C)N)[C@H](O)[C@@H]1N(C)C(=O)CN,0
Brc1ccc(cc1)[C@@H]2C[C@@H](CC[C@H]2C(=O)N3CC(C3)(c4ccccc4)c5ccccc5)N6CCOCC6,1
C\C=C\C=C\C=C\CC\C=C\C=C\C(=O)NCC(C)(C)O,1
C\C=C\C=C\C=C/CC\C=C\C=C\C(=O)NCC(C)(C)O,1
C\C=C\C=C\C=C/CC\C=C\C(=O)NCC(C)(O)CO,1
OCCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5Br)ccc13,1
OCCCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5Br)ccc13,1
FCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5Br)ccc13,1
FCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5)ccc13,1
FCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5C#N)ccc13,1
CC(C)(O)c1cc(ccc1Cl)c2nc(NCCc3ccc(F)cc3)nc(OCF)n2,1
[2H]C([2H])([18F])Oc1nc(NCCc2ccc(F)cc2)nc(n1)c3ccc(Cl)c(c3)C(C)(C)O,1
COc1nc(NCCc2ccc(F)cc2)nc(n1)c3ccc(Cl)c(c3)C(C)(C)O,1
CC1(C)OC(=O)N([C@@H]2CC[C@H](CC2)c3cnc(N)c(c3)c4ncccn4)[C@H]1c5ccccc5,0
COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O,0
Oc1cccc2cccnc12,0
Cc1c(cc(c2cc(ccc2Cl)C(F)(F)F)n1CC3CCCCC3)C(=O)N[C@@H]4CCCC[C@H]4O,1
O[C@@H]1CCCC[C@H]1NC(=O)c2cnc(OC3CCCC3)c(c2)c4cc(ccc4Cl)C(F)(F)F,1
CCN1C=C(C(=O)O)C(=O)c2cnc(nc12)N3CCCC3,0
CC(=O)Nc1ccc2c(Cc3ccccc23)c1,0
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,0
COc1ccc(cc1)N2C(=O)N(N=C2c3ccc(Cl)cc3)C(=O)NC4CCCCC4,1
COc1ccc(cc1)N2C(=O)N(N=C2c3ccc(Cl)cc3)C(=O)Nc4ccc(C)cc4,1
Cc1ccc(cc1)N2C(=O)N(N=C2c3ccc(Cl)cc3)C(=O)NC4CCCCC4,1
COc1ccc(cc1)C2=NN(C(=O)NC3CCCCC3)C(=O)N2c4ccc(C)cc4,1
COc1ccc(cc1)C2=NN(C(=O)Nc3ccc(Cl)cc3)C(=O)N2c4ccc(C)cc4,1
Cc1ccc(CN2C(=O)N(N=C2c3ccc(C)cc3)C(=O)NC4CCCCC4)cc1,0
Cc1ccc(CN2C(=O)N(N=C2c3ccc(C)cc3)C(=O)Nc4ccc(Cl)cc4)cc1,1
Cc1ccc(cc1)C2=NN(C(=O)NC3CCCCC3)C(=O)N2c4ccc(Cl)cc4,1
Cc1ccc(NC(=O)N2N=C(N(C2=O)c3ccc(Cl)cc3)c4ccc(C)cc4)cc1,1
COc1ccc(cc1)C2=NN(C(=O)Nc3ccc(C)cc3)C(=O)N2c4ccc(Cl)cc4,1
COc1ccc(cc1)C2=NN(C(=O)NC3CCCCC3)C(=O)N2c4ccc(Cl)cc4,1
COS(=O)(=O)C,0
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,0
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,0
Oc1ccc(\C=C\C(=O)OCCc2ccccc2)cc1O,0
CC[C@H](C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(/C)\[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C\C=C\6/CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2)C=C[C@@H]1C.CO[C@H]8C[C@H](O[C@H]9[C@H](C)O[C@H](C[C@@H]9OC)O[C@H]%10[C@@H](C)\C=C\C=C\%11/CO[C@@H]%12[C@H](O)C(=C[C@@H](C(=O)O[C@H]%13C[C@@H](C\C=C\%10/C)O[C@@]%14(C%13)O[C@H](C(C)C)[C@@H](C)C=C%14)[C@]%11%12O)C)O[C@@H](C)[C@@H]8O,0
COC(=O)c1ccc(O)cc1,0
COc1cc(\C=C\C(=O)O)ccc1O,0
CCc1ccccc1NC(=O)N2C[C@@H](C)Oc3cc(ccc23)c4ccc(cc4)[C@@H]5CC[C@@H](CC(=O)O)CC5,0
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,0
CCCCCCCCCCCCCCCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc5ccc(O)cc5)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N,0
Clc1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc1,1
Clc1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCCC4)cc1,1
CCN(CC)c1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2,1
CCCN(CCC)c1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2,1
CCCCN(CCCC)c1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2,1
CNc1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2,1
CCNc1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2,1
CCCNc1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2,1
CCCCNc1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2,1
CCCCCNc1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2,1
CCCCCCNc1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2,1
Clc1ccc(NC(=O)Nc2cccc(c2)c3cccc(NC4CCCC4)n3)cc1,1
CCN(C)c1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2,1
CCCN(C)c1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2,1
CCCCN(C)c1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2,1
CC(=O)Nc1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2,1
O=C(Nc1ccccc1)Nc2cccc(c2)c3cccc(n3)N4CCCC4,1
Fc1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc1,1
Brc1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc1,1
O=C(Nc1ccc(cc1)C#N)Nc2cccc(c2)c3cccc(n3)N4CCCC4,1
[O-][N+](=O)c1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc1,1
Cc1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc1,1
COc1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc1,1
CN(C)c1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc1,1
O=C(Nc1ccc2OCOc2c1)Nc3cccc(c3)c4cccc(n4)N5CCCC5,1
COc1cc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc(OC)c1OC,0
Cc1cc(C)cc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)c1,1
Cc1cccc(C)c1NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4,0
CCc1ccccc1NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4,0
CC(C)c1ccccc1NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4,0
Clc1cccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)c1,1
Clc1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc1Cl,1
Clc1cc(Cl)cc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)c1,1
Clc1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cn1,1
O=C(Nc1cccc(c1)c2cccc(n2)N3CCCC3)Nc4cccc5ccccc45,0
O=C(Nc1cccc(c1)c2cccc(n2)N3CCCC3)Nc4ccc5ccccc5c4,1
CCc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#Cc4ccc(cc4)C(F)(F)F)s3)C(=O)NN5CCCCC5,1
CC1(C)C(Cc2ccc(F)cc2NC(=O)Nc3ccc(cc3)S(=O)(=O)N)C(=O)N(C1=O)c4ccc(F)c(c4)C(F)(F)F,1
[Br-].CCCCCCCCCCCCCCCC[n+]1ccccc1,0
C[C@@H](O)[C@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)Cc2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,0
C[S@+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC3CCOCC3)c4ccccc14,1
Nc1ccc2C(=O)NC(=O)c3cccc1c23,0
CCN(CC)c1ccc(CCNC(=O)c2[nH]c3ccc(Cl)cc3c2CC)cc1,1
CCCN(CCC)c1ccc(CCNC(=O)c2[nH]c3ccc(Cl)cc3c2CC)cc1,1
CCCCCCNc1ccc(CCNC(=O)c2[nH]c3ccc(Cl)cc3c2CC)cc1,1
CCc1c([nH]c2ccc(Cl)cc12)C(=O)NCCc3cccc(c3)N(C)C,0
CCc1c([nH]c2ccc(Cl)cc12)C(=O)NCCc3ccc(NC(=O)C)cc3,0
CCCC(=O)Nc1ccc(CCNC(=O)c2[nH]c3ccc(Cl)cc3c2CC)cc1,0
CCCCCC(=O)Nc1ccc(CCNC(=O)c2[nH]c3ccc(Cl)cc3c2CC)cc1,0
CCc1c([nH]c2ccc(Cl)cc12)C(=O)NCCc3ccccc3,1
CCc1c([nH]c2ccc(Cl)cc12)C(=O)NCCc3ccc(OC)cc3,1
CCc1c([nH]c2ccc(Cl)cc12)C(=O)NCCc3ccc(cc3)C(C)(C)C,1
CCc1c([nH]c2ccc(Cl)cc12)C(=O)NCCc3ccccc3Cl,1
CCc1c([nH]c2ccc(Cl)cc12)C(=O)NCCc3cccc(Cl)c3,1
CCc1c([nH]c2ccc(Cl)cc12)C(=O)NCCc3cccc(OC)c3,1
CCc1c([nH]c2ccc(Cl)cc12)C(=O)NCCc3cccc(O)c3,0
CCc1c([nH]c2ccc(Cl)cc12)C(=O)NCCc3ccc(OC)c(O)c3,0
CCc1c([nH]c2ccc(Cl)cc12)C(=O)NCCc3ccc(Cl)c(Cl)c3,1
CCc1c([nH]c2ccc(Cl)cc12)C(=O)NCCc3ccc4OCOc4c3,1
CCc1c([nH]c2ccc(Cl)cc12)C(=O)Nc3cccc(c3)c4cccc(n4)N(C)C,0
CCc1c([nH]c2ccc(Cl)cc12)C(=O)N3CCN(CC3)c4ccccc4,0
CCc1c([nH]c2ccc(Cl)cc12)C(=O)N3CCN(CC3)c4ccc(Cl)cc4,0
CCN(CC)c1ccc(CCNC(=O)c2[nH]c3ccc(F)cc3c2CC)cc1,1
CCN(CC)c1ccc(CCNC(=O)c2[nH]c3ccc(F)cc3c2C)cc1,1
CCN(CC)c1ccc(CCNC(=O)c2cc3cc(F)ccc3[nH]2)cc1,1
CCN(CC)c1ccc(CCNC(=O)c2cc3cc(Cl)ccc3[nH]2)cc1,1
CCc1c([nH]c2ccc(F)cc12)C(=O)NCCc3ccc(cc3)N4CCCCC4,1
Cc1c([nH]c2ccc(F)cc12)C(=O)NCCc3ccc(cc3)N4CCCCC4,1
Fc1ccc2[nH]c(cc2c1)C(=O)NCCc3ccc(cc3)N4CCCCC4,1
CCCCOc1cc(Br)cc2C=C(C(=O)NN3CCOCC3)C(=O)Oc12,0
CC(C(=O)O)c1ccc2oc(nc2c1)c3ccc(Cl)cc3,0
CCCOc1cc(Br)cc2C=C(C(=O)NC3CCCCC3)C(=O)Oc12,0
CCCCOc1cc(Br)cc2C=C(C(=O)NC3CCCCC3)C(=O)Oc12,0
CCCCCOc1cc(Br)cc2C=C(C(=O)NC3CCCCC3)C(=O)Oc12,0
CCCCCCOc1cc(Br)cc2C=C(C(=O)NC3CCCCC3)C(=O)Oc12,0
Brc1cc(OCC2CC2)c3OC(=O)C(=Cc3c1)C(=O)NC4CCCCC4,0
CCCCOc1cc(Br)cc2C=C(C(=O)NC3CC3)C(=O)Oc12,0
CCCCOc1cc(Br)cc2C=C(C(=O)NC(C)C)C(=O)Oc12,0
CCCOc1c(OC)ccc2C=C(C(=O)NC3CCCCC3)C(=O)Oc12,0
CCCCOc1c(OC)ccc2C=C(C(=O)NC3CCCCC3)C(=O)Oc12,0
CCCCCOc1c(OC)ccc2C=C(C(=O)NC3CCCCC3)C(=O)Oc12,0
CCCCOc1c(OC)ccc2C=C(C(=O)NCC3CC3)C(=O)Oc12,0
CCCCOc1c(OC)ccc2C=C(C(=O)NC(C)C)C(=O)Oc12,0
CCCCOc1c(OC)ccc2C=C(C(=O)NC(C)C(C)C)C(=O)Oc12,0
CCCCOc1c(OC)ccc2C=C(C(=O)NC(CC)CC)C(=O)Oc12,0
CCCCOc1c(OC)ccc2C=C(C(=O)NC(C)CCC)C(=O)Oc12,0
CCCCCOc1c(OC)ccc2C=C(C(=O)NCc3ccc4OCOc4c3)C(=O)Oc12,0
C[C@H]([C@](O)(Cn1cncn1)c2ccc(F)cc2F)S(=O)(=O)C,0
CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0
CN(C1CCCCC1)C(=O)CCCOc2ccc3nc(O)ccc3c2,0
NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl,0
O.O.O.CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C,0
,0
CCCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3ccc(C)cc13,0
CCCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3ccc(OC)cc13,0
CCCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3ccc(Cl)cc13,0
CCCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3cc(OC)cc(C)c13,0
CCCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3cc(Cl)cc(C)c13,0
CCCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3cc(OC)cc(OC)c13,0
CCCCCN1C(=O)\C(=C\NC23CC4CC(CC(C4)C2)C3)\C(=O)c5cc(OC)ccc15,0
CCCCCN1C(=O)\C(=C\NC23CC4CC(CC(C4)C2)C3)\C(=O)c5cc(Cl)ccc15,0
CCCCCN1C(=O)\C(=C\NC23CC4CC(CC(C4)C2)C3)\C(=O)c5cc(OC)cc(C)c15,0
CCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3cc(OC)ccc13,0
CCCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3cc(OC)ccc13,0
CCCCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3cc(OC)ccc13,0
CCCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3cc(C)ccc13,0
CCCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3cc(ccc13)C(C)(C)C,0
CCCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3cc(OC(F)(F)F)ccc13,0
CCCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3cc(Cl)ccc13,0
CCCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3cc(Br)ccc13,0
CCCCCN1C(=O)\C(=C\NC2CCCCC2)\C(=O)c3cc(ccc13)C(F)(F)F,0
Clc1ccc(cc1)c2oc(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4,1
CCCNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1Cl)c3ccc(Cl)cc3Cl,1
CCNC(=O)NCCCCCOc1cccc2ccccc12,0
CCS(=O)(=O)NCCCCCOc1ccc2OCOc2c1,0
OCCNC(=O)\C=C\C=C\c1ccc2ccccc2c1,0
O=C(NC1CC1)\C=C\C=C\c2ccc3ccccc3c2,0
CCOC(=O)CNC(=O)\C=C\C=C\c1ccc2ccccc2c1,0
OCCNC(=O)\C=C\C=C\c1ccc2Cc3ccccc3c2c1,0
O=C(NC1CC1)\C=C\C=C\c2ccc3Cc4ccccc4c3c2,0
CCOC(=O)CNC(=O)\C=C\C=C\c1ccc2Cc3ccccc3c2c1,0
O=C(NC1CC1)\C=C\C=C\c2ccc3OCCOc3c2,0
CCOC(=O)CNC(=O)\C=C\C=C\c1ccc2OCCOc2c1,0
OCCNC(=O)CCCCCOc1ccc2ccccc2c1,0
O=C(CCCCCOc1ccc2ccccc2c1)NC3CC3,0
CCOC(=O)CNC(=O)CCCCCOc1ccc2ccccc2c1,0
OCCNC(=O)CCCCCOc1cccc2ccccc12,0
O=C(CCCCCOc1cccc2ccccc12)NC3CC3,0
CCOC(=O)CNC(=O)CCCCCOc1cccc2ccccc12,0
CCS(=O)(=O)NCCCCCOc1ccc2ccccc2c1,0
CCNC(=O)NCCCCCOc1ccc2ccccc2c1,0
CCS(=O)(=O)NCCCCCOc1cccc2ccccc12,0
NC(=O)NCCCCCOc1cccc2ccccc12,0
CCS(=O)(=O)NCCCCCSc1ccc2ccccc2c1,0
CCNC(=O)NCCCCCSc1ccc2ccccc2c1,0
CCNC(=O)NCCCCCOc1ccc2OCOc2c1,0
NC(=O)NCCCCCOc1ccc2OCOc2c1,0
COC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccccc3)c4ccc(Cl)cc4Cl,1
Clc1ccc(cc1)c2oc(nc2c3ccc(Cl)cc3Cl)C(=O)NC4CCCCC4,1
CCNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccc(F)c(F)c3)c4ccc(Cl)cc4Cl,1
Cc1ccc(cc1)c2nc(C(=O)NN3CCCCC3)n(C)c2c4ccc(C)cc4,1
CCCCCCNC(=O)c1ccc(c2ccc(Cl)cc2)c(n1)c3ccc(Cl)cc3Cl,1
Clc1ccc(cc1)c2ccc(nc2c3ccc(Cl)cc3Cl)C(=O)NC4CCCCCC4,1
CCCCCCNC(=O)c1cnc(c2ccc(Cl)cc2Cl)c(c1)c3ccc(Cl)cc3,1
CNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCC3CCCCC3)c4ccc(Cl)cc4Cl,1
CCNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccccc3)c4ccc(Cl)cc4Cl,1
COC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCC3CCCCC3)c4ccc(Cl)cc4Cl,1
Clc1ccc(cc1)c2cc(C(=O)NN3CCCCC3)c(Cl)nc2c4ccc(Cl)cc4Cl,1
CC(C)NC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccc(F)c(F)c3)c4ccc(Cl)cc4Cl,1
Clc1ccc(cc1)c2cc(C#N)c(OCc3ccccc3)nc2c4ccc(Cl)cc4Cl,1
CN(C)C(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccccc3)c4ccc(Cl)cc4Cl,1
Clc1ccc(cc1)c2nc([nH]c2c3ccc(Cl)cc3)C(=O)NN4CCCCC4,1
Cn1c(nc(c2ccccc2)c1c3ccccc3)C(=O)NN4CCCCC4,1
Cn1c(nc(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NC4CCCC4,1
FC(F)(F)c1ccc(COc2nc(c3ccc(Cl)cc3Cl)c(cc2C#N)c4ccc(Cl)cc4)cc1,1
Cn1c(nc(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3Cl)C(=O)NC4CCCCC4,1
Clc1ccc(cc1)c2cc(C(=O)NC3CCCC3)c(OCc4ccccc4)nc2c5ccc(Cl)cc5Cl,1
Clc1ccc(cc1)c2nc([nH]c2c3ccc(Cl)cc3)C(=O)NC4CCCCC4,1
FCCNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccc(F)c(F)c3)c4ccc(Cl)cc4Cl,1
Fc1ccc(cc1)c2cc(C#N)c(OCc3ccc(F)c(F)c3)nc2c4ccc(F)cc4F,1
Fc1ccc(COc2nc(c3ccc(Cl)cc3Cl)c(cc2C#N)c4ccc(Cl)cc4)c(F)c1,1
Cn1c(nc(c2ccc(Cl)cc2)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4,1
Cn1c(nc(c2ccccc2)c1c3ccccc3)C(=O)N4CCCCC4,0
Cn1c(nc(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)Nc4ccccc4,1
Clc1ccc(cc1)c2cc(cnc2c3ccc(Cl)cc3Cl)C(=O)NC4CCCCC4,1
Cn1c(nc(c2ccc(Cl)cc2)c1c3ccc(Cl)cc3)C(=O)NC4CCCCC4,1
Cc1ccc(cc1)c2nc(C(=O)N3CCCCC3)n(C)c2c4ccc(C)cc4,1
CC1(C)CC(CC(C)(C)C1)N2N=CC(=C(Br)C2=O)NCCN3CCOCC3,1
COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5c(OC)c34,0
CCCCS(=O)(=O)C[C@@H]1C[C@@H](C1)N(C)c2ncnc3[nH]ccc23,1
NC(=O)CN1CCCC1=O,0
Fc1ccc(COc2nc(c3ccc(Cl)cc3Cl)c(cc2C#N)c4ccc(Cl)cc4)cc1F,1
Cn1c(nc(c2ccccc2)c1c3ccccc3)C(=O)NC4CCCCC4,1
Cn1c(nc(c2ccc(Cl)cc2)c1c3ccc(Cl)cc3Cl)C(=O)NC4CCCCC4,1
Cn1c(nc(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4,1
CC1(C)CC(CC(C)(C)C1)N2N=CC(=C(Cl)C2=O)Cl,0
CNC1=C(Cl)C(=O)N(N=C1)C2CC(C)(C)CC(C)(C)C2,0
CN(C)C1=C(Cl)C(=O)N(N=C1)C2CC(C)(C)CC(C)(C)C2,1
CCCNC1=C(Cl)C(=O)N(N=C1)C2CC(C)(C)CC(C)(C)C2,1
CNC1=CC(=O)N(N=C1)C2CC(C)(C)CC(C)(C)C2,0
CN(C)C1=CC(=O)N(N=C1)C2CC(C)(C)CC(C)(C)C2,0
CCCNC1=CC(=O)N(N=C1)C2CC(C)(C)CC(C)(C)C2,0
CC1(C)CC(CC(C)(C)C1)N2N=CC(=C(Cl)C2=O)NCCN3CCOCC3,1
CN(C)CCNC1=C(Cl)C(=O)N(N=C1)C2CC(C)(C)CC(C)(C)C2,0
CCCNC1=C(Br)C(=O)N(N=C1)C2CC(C)(C)CC(C)(C)C2,1
CCCNC1=C(Cl)C(=O)N(N=C1)c2cc(C)cc(C)c2,0
Cc1cc(C)cc(c1)N2N=CC(=C(Cl)C2=O)NCCN3CCOCC3,0
CCCNC1=C(Cl)C(=O)N(N=C1)c2cc(cc(c2)C(F)(F)F)C(F)(F)F,0
CCCNC1=C(Cl)C(=O)N(N=C1)c2cc(Cl)cc(Cl)c2,0
CN(C)CCN(C)C1=C(Cl)C(=O)N(N=C1)C2CC(C)(C)CC(C)(C)C2,1
CCCn1ncc2C(=O)N(N=Cc12)C3CC(C)(C)CC(C)(C)C3,1
CCCn1cc2C(=O)N(N=Cc2n1)C3CC(C)(C)CC(C)(C)C3,0
CC1(C)CC(CC(C)(C)C1)N2N=Cc3c(cnn3CCN4CCOCC4)C2=O,1
CC1(C)CC(CC(C)(C)C1)N2N=Cc3nn(CCN4CCOCC4)cc3C2=O,0
CN(C)CCn1ncc2C(=O)N(N=Cc12)C3CC(C)(C)CC(C)(C)C3,1
COc1ccc(cc1)C(=O)N2CCCC2=O,0
CN(C)C1=C(C(=O)C)C(=O)N(C)c2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl,1
CCCC(C)(C)c1ccc2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C,0
COCCN1C(=O)C(=C(NC(=O)C)c2cc(c3ccc(Cl)cc3)c(nc12)c4ccc(Cl)cc4Cl)C(=O)C,1
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,0
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O,0
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3,1
CC(NC(=O)C(C)(C)Oc1ccc(Cl)cc1)C(Cc2ccc(Cl)cc2)c3ccc(Cl)cc3,1
CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O,0
C[C@H](NC(=O)C(C)(C)Oc1ccccn1)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3,1
Cc1ccc(cc1)c2ncc(nc2c3ccc(C)cc3)C(=O)NC4CCCCC4,1
Nc1nc(N)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cnc2n1,0
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(OCCF)cc2)c3cc(F)cc(c3)C#N,1
C[C@H](NC(=O)C(C)(C)Oc1cc(ccn1)C(F)(F)F)[C@@H](Cc2ccc(OCCF)cc2)c3cccc(c3)C#N,1
Clc1ccccc1c2ncc(nc2c3ccccc3Cl)C(=O)NC4CCCCC4,1
Clc1ccc(cc1)c2ncc(nc2c3ccc(Cl)cc3)C(=O)Nc4ccccc4,1
Fc1ccc(cc1)[C@@H]2[C@H](N(C3CCN(CC3)C(=O)n4cncn4)C2=O)c5ccc6OCOc6c5,0
C\C(=C/C=C/C(=C/C(=O)O)/C)\C=C\C1=C(C)CCCC1(C)C,0
CC(=O)NC1=C(C(=O)C)C(=O)N(CCO)c2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4,1
